count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
703,2000,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Estimated,"Estimated using AADF from previous year on this link",0,104,11667,96,1794,531,121,117,288,534,559,2150,15811
703,2001,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Estimated,"Estimated using AADF from previous year on this link",0,104,12017,98,1896,542,145,122,263,476,651,2199,16314
703,2002,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Estimated,"Estimated using AADF from previous year on this link",0,100,12174,98,2037,554,160,135,248,429,741,2267,16676
703,2003,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Counted,"Manual count",0,82,20397,88,3053,1201,162,96,326,818,623,3226,26846
703,2004,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Estimated,"Estimated using AADF from previous year on this link",0,73,20968,52,3365,1295,184,113,324,758,715,3389,27847
703,2005,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Estimated,"Estimated using AADF from previous year on this link",0,73,20968,55,3482,1293,179,119,298,686,782,3357,27935
703,2006,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Counted,"Manual count",0,46,20556,128,2912,1014,151,204,362,1005,737,3473,27115
703,2007,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Estimated,"Estimated using AADF from previous year on this link",0,48,20700,145,3083,986,146,218,317,974,771,3412,27388
703,2008,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Counted,"Manual count",0,213,27368,169,4023,1116,236,177,133,1145,806,3613,35386
703,2009,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Estimated,"Estimated using AADF from previous year on this link",0,206,27122,181,4095,1030,236,170,123,983,778,3320,34924
703,2010,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Estimated,"Estimated using AADF from previous year on this link",0,193,26634,205,4136,1062,232,144,141,914,770,3263,34431
703,2011,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Estimated,"Estimated using AADF from previous year on this link",0,189,27087,233,4322,1015,239,155,106,883,796,3194,35025
703,2012,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Estimated,"Estimated using AADF from previous year on this link",0,173,26587,245,4431,965,245,166,81,859,829,3145,34581
703,2013,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Estimated,"Estimated using AADF from previous year on this link",0,189,26853,257,4784,982,269,191,62,846,874,3222,35305
703,2014,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Estimated,"Estimated using AADF from previous year on this link",0,187,27085,272,5251,959,284,199,62,777,927,3208,36004
703,2015,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Estimated,"Estimated using AADF from previous year on this link",0,182,27157,252,5843,989,317,205,78,787,940,3315,36750
703,2016,3,Scotland,29,"City of Edinburgh",M9,Major,1,A8000,311900,675200,55.96169729,-3.41277804,1.90,1.18,Counted,"Manual count",0,71,31165,106,6559,939,202,213,113,692,1735,3895,41796
1006,2000,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Counted,"Manual count",64,134,15593,576,1342,243,46,7,5,14,4,319,17964
1006,2001,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",61,141,15109,603,1352,232,51,7,4,11,4,309,17514
1006,2002,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",64,146,15351,607,1449,219,52,7,4,9,4,295,17848
1006,2003,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",57,208,14783,591,1573,212,53,7,4,8,4,288,17443
1006,2004,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Counted,"Manual count",62,190,16342,699,1351,219,26,6,18,10,2,281,18863
1006,2005,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",53,156,15589,661,1439,238,27,7,15,8,2,297,18142
1006,2006,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",82,135,15293,613,1461,229,26,7,12,7,2,283,17785
1006,2007,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",52,129,15049,558,1539,213,24,8,10,5,2,262,17537
1006,2008,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",58,124,14718,485,1571,213,27,8,8,5,2,263,17161
1006,2009,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Counted,"Manual count",165,90,12795,575,1479,192,30,19,6,10,13,270,15209
1006,2010,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",166,86,12719,652,1580,204,30,16,8,10,13,281,15318
1006,2011,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",183,73,12680,616,1763,208,33,18,6,10,14,289,15421
1006,2012,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",173,70,12482,670,1784,210,36,21,4,9,13,293,15299
1006,2013,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",171,78,12372,700,1854,212,39,23,3,8,14,300,15304
1006,2014,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",166,74,12708,674,1983,217,43,26,3,7,13,308,15747
1006,2015,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",154,66,12959,726,2079,206,44,24,3,7,12,297,16127
1006,2016,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",144,64,13161,673,2271,209,44,27,3,6,12,302,16471
1006,2017,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330000,672800,55.94312072,-3.12230130,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",138,65,13065,628,2391,207,45,28,4,6,13,302,16451
1006,2018,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330021,672785,55.94298904,-3.12196126,2.60,1.62,Counted,"Manual count",114,104,11079,477,1420,138,23,188,20,12,10,391,13470
1006,2019,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330021,672785,55.94298904,-3.12196126,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",125,98,11218,482,1407,136,23,189,21,12,10,391,13596
1006,2020,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330021,672785,55.94298904,-3.12196126,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",143,72,8521,305,1242,120,20,169,18,11,8,346,10486
1006,2021,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330021,672785,55.94298904,-3.12196126,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",117,77,9387,315,1354,128,22,185,19,11,9,374,11507
1006,2022,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330021,672785,55.94298904,-3.12196126,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",104,84,10026,338,1468,133,22,196,20,12,9,392,12308
1006,2023,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330021,672785,55.94298904,-3.12196126,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",102,82,10215,341,1493,131,22,194,20,11,9,387,12519
1006,2024,3,Scotland,29,"City of Edinburgh",A1,Major,A6106,A1140,330021,672785,55.94298904,-3.12196126,2.60,1.62,Estimated,"Estimated using AADF from previous year on this link",104,85,10370,343,1520,133,22,189,20,11,9,383,12700
1012,2000,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",86,223,27752,793,2590,623,55,32,36,29,32,807,32165
1012,2001,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",82,231,28307,809,2580,611,64,32,31,25,36,799,32726
1012,2002,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",85,233,28251,827,2585,588,67,34,28,22,40,779,32675
1012,2003,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",76,261,27856,739,2817,631,76,40,27,20,44,838,32511
1012,2004,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",61,231,27911,687,2792,634,80,43,25,17,49,848,32469
1012,2005,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Counted,"Manual count",107,153,26840,951,2347,466,87,44,43,33,14,687,30978
1012,2006,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",168,159,26920,935,2384,477,86,48,39,30,16,696,31094
1012,2007,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",105,161,25655,900,2601,472,86,52,34,28,16,688,30005
1012,2008,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",117,150,25167,908,2724,453,92,53,29,25,16,668,29617
1012,2009,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Counted,"Manual count",253,171,24323,863,2624,428,95,73,30,24,18,668,28649
1012,2010,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",253,157,23812,907,2637,424,90,60,33,21,16,644,28157
1012,2011,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",279,167,23693,907,2718,422,97,67,26,21,17,650,28135
1012,2012,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",264,151,23593,975,2610,373,92,67,19,19,17,588,27916
1012,2013,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Counted,"Manual count",107,134,25290,921,2613,260,41,66,20,26,10,424,29383
1012,2014,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",104,142,25028,978,2976,275,47,75,21,25,11,455,29579
1012,2015,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",97,145,24569,970,3130,267,50,73,26,25,11,452,29265
1012,2016,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",90,142,24952,898,3419,271,49,82,27,22,11,463,29874
1012,2017,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",86,143,24768,839,3599,269,50,84,28,22,12,465,29815
1012,2018,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Counted,"Manual count",123,77,21099,833,2651,248,47,41,18,25,19,399,25058
1012,2019,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",135,72,21364,842,2627,245,48,41,19,25,19,398,25303
1012,2020,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",154,53,16228,532,2319,215,42,37,16,23,17,350,19481
1012,2021,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",126,56,17878,549,2528,230,45,41,17,24,18,375,21386
1012,2022,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",112,62,19095,590,2740,238,46,43,18,25,18,389,22876
1012,2023,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",111,61,19454,596,2787,235,46,43,18,24,18,383,23281
1012,2024,3,Scotland,29,"City of Edinburgh",A8,Major,A902,B701,319000,672860,55.94192920,-3.29838145,1.30,0.81,Estimated,"Estimated using AADF from previous year on this link",112,63,19749,598,2837,239,46,41,18,23,17,384,23631
1015,2000,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Counted,"Manual count",242,273,18786,486,2174,500,35,16,25,42,26,644,22363
1015,2001,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",232,283,19162,495,2165,490,40,16,22,36,29,633,22738
1015,2002,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",241,287,19123,506,2169,472,42,16,20,31,32,613,22698
1015,2003,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Counted,"Manual count",393,254,17142,557,2214,382,46,13,22,20,25,508,20675
1015,2004,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",318,224,17176,518,2193,384,49,15,21,17,27,513,20624
1015,2005,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Counted,"Manual count",247,204,17815,609,2196,373,63,36,43,18,18,551,21375
1015,2006,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",385,212,17868,599,2231,383,63,38,39,16,18,557,21467
1015,2007,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",241,213,17029,576,2435,377,63,41,33,16,19,549,20802
1015,2008,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Counted,"Manual count",450,126,16579,450,2223,380,47,43,27,7,5,509,19887
1015,2009,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",450,140,16943,445,2257,346,47,41,25,6,5,470,20255
1015,2010,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",450,129,16587,467,2268,343,45,34,27,5,5,459,19910
1015,2011,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",497,109,16537,441,2531,348,49,39,22,5,5,468,20086
1015,2012,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Counted,"Manual count",250,160,16950,471,2679,240,34,24,11,17,2,327,20587
1015,2013,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",247,160,16854,444,2709,239,37,26,8,16,2,328,20494
1015,2014,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",240,170,16679,471,3085,253,42,30,8,16,2,350,20755
1015,2015,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",223,173,16373,467,3245,246,44,29,10,15,2,346,20604
1015,2016,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",208,169,16629,432,3544,249,44,33,10,14,2,352,21126
1015,2017,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",199,171,16506,404,3731,247,44,34,11,13,2,352,21164
1015,2018,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",220,169,16324,366,3801,250,44,33,11,14,3,354,21014
1015,2019,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",241,158,16529,370,3768,246,45,33,11,14,3,352,21178
1015,2020,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Counted,"Manual count",329,78,8659,155,1722,86,31,2,6,3,1,129,10743
1015,2021,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",269,82,9540,160,1877,92,33,2,7,3,1,138,11797
1015,2022,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",240,90,10189,172,2035,95,34,2,7,3,1,143,12629
1015,2023,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",236,89,10381,174,2069,94,34,2,7,3,1,141,12854
1015,2024,3,Scotland,29,"City of Edinburgh",A70,Major,B701,A71,322750,671600,55.93123034,-3.23799972,4.60,2.86,Estimated,"Estimated using AADF from previous year on this link",239,92,10538,175,2106,96,34,2,7,3,1,142,13053
1150,2000,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",59,87,6498,185,1184,227,50,29,16,84,91,497,8451
1150,2001,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",57,91,6297,193,1192,217,56,29,13,67,94,476,8249
1150,2002,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",59,94,6398,195,1278,205,58,29,12,58,103,465,8430
1150,2003,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",52,134,6161,189,1388,199,60,31,12,52,114,468,8340
1150,2004,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",42,88,6242,155,1528,242,76,41,12,49,133,553,8566
1150,2005,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",36,72,5954,147,1629,262,81,46,9,39,130,567,8369
1150,2006,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",57,62,5842,136,1654,252,76,48,8,31,124,539,8233
1150,2007,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",35,60,5748,124,1741,235,70,48,7,27,118,505,8178
1150,2008,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Counted,"Manual count",130,59,6240,526,891,333,45,32,26,26,28,490,8206
1150,2009,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",130,65,6378,520,905,303,45,30,24,23,28,453,8321
1150,2010,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",130,62,6340,589,967,322,45,26,28,22,28,471,8429
1150,2011,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",143,53,6321,557,1080,327,49,30,22,22,31,481,8492
1150,2012,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",135,51,6222,606,1093,331,53,34,15,20,30,483,8454
1150,2013,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",134,56,6167,633,1136,333,58,39,11,19,30,490,8483
1150,2014,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",130,54,6335,610,1215,341,64,43,10,15,28,502,8715
1150,2015,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",120,48,6460,657,1274,324,66,40,12,15,27,484,8922
1150,2016,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",112,47,6561,608,1391,328,65,46,12,13,27,492,9099
1150,2017,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",107,47,6513,568,1465,326,67,47,13,13,28,493,9086
1150,2018,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",119,47,6441,515,1492,329,66,45,13,13,29,496,8991
1150,2019,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",130,44,6522,521,1479,325,67,46,13,14,29,494,9060
1150,2020,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",149,32,4954,329,1305,286,58,41,12,12,25,434,7054
1150,2021,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",122,34,5458,340,1423,306,63,45,12,13,27,466,7720
1150,2022,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",109,37,5829,365,1543,316,65,47,13,13,28,483,8257
1150,2023,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326500,676600,55.97673155,-3.17936066,0.30,0.19,Estimated,"Estimated using AADF from previous year on this link",107,37,5939,369,1569,312,64,47,13,13,27,476,8389
1150,2024,3,Scotland,29,"City of Edinburgh",A901,Major,A199,A902,326485,676600,55.97672925,-3.17960096,0.30,0.19,Counted,"Manual count",256,71,7207,140,1687,110,40,26,5,6,67,252,9357
1151,2000,3,Scotland,29,"City of Edinburgh",A902,Major,A8,A90,318270,674200,55.95384138,-3.31047144,2.50,1.55,Counted,"Manual count",30,182,18590,108,2183,819,93,106,109,226,108,1461,22524
1151,2001,3,Scotland,29,"City of Edinburgh",A902,Major,A8,A90,318270,674200,55.95384138,-3.31047144,2.50,1.55,Estimated,"Estimated using AADF from previous year on this link",29,188,18962,110,2175,802,107,106,96,194,121,1426,22861
1151,2002,3,Scotland,29,"City of Edinburgh",A902,Major,A8,A90,318270,674200,55.95384138,-3.31047144,2.50,1.55,Estimated,"Estimated using AADF from previous year on this link",30,190,18924,112,2179,772,111,110,87,168,133,1381,22786
1151,2003,3,Scotland,29,"City of Edinburgh",A902,Major,A8,A90,318270,674200,55.95384138,-3.31047144,2.50,1.55,Estimated,"Estimated using AADF from previous year on this link",27,213,18659,100,2375,828,126,129,83,149,146,1461,22808
